f_property_type,f_room_type,f_room_type2,f_neighbourhood_cleansed,n_accommodates,n_bathrooms,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_availability_365,n_days_sincelast,d_backyard,d_backyard1,d_baking_sheet,d_baking_sheet1,d_barbecue_utensils,d_barbecue_utensils1,d_bathtub,d_bathtub1,d_bed_linens,d_bed_linens1,d_board_games,d_board_games1,d_building_staff,d_building_staff1,d_carbon_monoxide_alarm,d_carbon_monoxide_alarm1,d_cleaning_before_checkout,d_cleaning_before_checkout1,d_cleaning_products,d_cleaning_products1,d_cooking_basics,d_cooking_basics1,d_dining_table,d_dining_table1,d_dishes_and_silverware,d_dishes_and_silverware1,d_drying_rack_for_clothing,d_drying_rack_for_clothing1,d_elevator,d_elevator1,d_essentials,d_essentials1,d_ethernet_connection,d_ethernet_connection1,d_ev_charger,d_ev_charger1,d_extra_pillows_and_blankets,d_extra_pillows_and_blankets1,d_fire_extinguisher,d_fire_extinguisher1,d_first_aid_kit,d_first_aid_kit1,d_freezer,d_freezer1,d_hangers,d_hangers1,d_host_greets_you,d_host_greets_you1,d_hot_tub,d_hot_tub1,d_hot_water,d_hot_water1,d_hot_water_kettle,d_hot_water_kettle1,d_keypad,d_keypad1,d_laundromat_nearby,d_host_is_superhost,d_host_identity_verified,price,id,neighbourhood_cleansed,room_type,property_type,flag_review_scores_rating,flag_reviews_per_month,flag_days_sincelast,f_bathroom,f_bedroom,ln_bed,f_beds,f_review_scores_rating,f_number_of_reviews,f_minimum_nights
unit,Entire home/apt,Entire/Apt,Donaustadt,2,1,0,2,5,1,0.05,1,232,591,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,39,22821791,Donaustadt,Entire home/apt,unit,0,0,0,1,1,0.6931471805599453,1,3,2,1
(condo),Entire home/apt,Entire/Apt,Donaustadt,2,1,0,2,4.83,0,0.72,3,232,82,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,39,22821795,Donaustadt,Entire home/apt,(condo),1,1,1,1,1,0.6931471805599453,1,3,1,1
unit,Entire home/apt,Entire/Apt,Donaustadt,2,1,0,2,4.83,0,0.72,3,232,82,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,39,22821800,Donaustadt,Entire home/apt,unit,1,1,1,1,1,0.6931471805599453,1,3,1,1
unit,Entire home/apt,Entire/Apt,Brigittenau,3,1,1,2,4.77,94,2.01,2,0,397,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,38,22824511,Brigittenau,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,3,1
unit,Entire home/apt,Entire/Apt,D<U+009A>bling,4,1,1,1,4.4,5,0.11,3,0,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,30,22829732,D<U+009A>bling,Entire home/apt,unit,0,0,0,1,2,0,1,3,2,1
unit,Entire home/apt,Entire/Apt,Leopoldstadt,3,1,1,2,4.85,154,3.3,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,45,22835869,Leopoldstadt,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,3,1
unit,Entire home/apt,Entire/Apt,NA,4,1,1,2,4,2,0.04,1,0,1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,22,22840596,Landstra§e,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,2,1
unit,Entire home/apt,Entire/Apt,Wieden,4,1,1,2,4.5,20,0.43,1,0,706,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,55,22845970,Wieden,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,2,1
unit,Entire home/apt,Entire/Apt,Josefstadt,5,1.5,1,1,5,8,0.2,3,0,815,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,63,22847133,Josefstadt,Entire home/apt,unit,0,0,0,1,2,0,1,3,2,1
unit,Entire home/apt,Entire/Apt,Meidling,3,1.5,2,4,5,5,0.12,3,0,1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,22853025,Meidling,Entire home/apt,unit,0,0,0,1,2,1.3862943611198906,2,3,2,1
unit,Entire home/apt,Entire/Apt,Margareten,5,1,2,2,4.49,73,1.57,2,159,25,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,79,22854234,Margareten,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,3,1
unit,Entire home/apt,Entire/Apt,Favoriten,4,1,1,2,4.71,97,2.1,2,234,40,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,68,22857402,Favoriten,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,3,1
unit,Entire home/apt,Entire/Apt,Alsergrund,6,1,2,4,4.88,120,2.58,2,310,26,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,79,22859670,Alsergrund,Entire home/apt,unit,0,0,0,1,2,1.3862943611198906,2,3,3,1
unit,Entire home/apt,Entire/Apt,Leopoldstadt,4,1,1,2,5,7,0.15,4,0,1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,22884184,Leopoldstadt,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,2,1
unit,Entire home/apt,Entire/Apt,W<U+008A>hring,4,1,1,2,4.8,6,0.13,1,126,66,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,90,22885436,W<U+008A>hring,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,2,1
loft,Entire home/apt,Entire/Apt,Mariahilf,2,1,1,1,4.93,41,0.89,2,0,151,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,34,22896596,Mariahilf,Entire home/apt,loft,0,0,0,1,2,0,1,3,3,1
unit,Entire home/apt,Entire/Apt,NA,6,1,2,3,4.75,32,0.72,7,79,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,92,22902993,Landstra§e,Entire home/apt,unit,0,0,0,1,2,1.0986122886681098,2,3,2,2
unit,Entire home/apt,Entire/Apt,D<U+009A>bling,4,1.5,2,2,4.96,70,1.53,3,325,49,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,79,22904783,D<U+009A>bling,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,3,1
unit,Entire home/apt,Entire/Apt,Ottakring,4,1,1,2,4.92,60,1.29,2,0,640,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,48,22925518,Ottakring,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,3,1
unit,Entire home/apt,Entire/Apt,Donaustadt,6,1.5,1,6,5,1,0.02,2,0,1260,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,110,22930759,Donaustadt,Entire home/apt,unit,0,0,0,1,2,1.791759469228055,3,3,2,1
unit,Entire home/apt,Entire/Apt,Margareten,4,1,1,3,4.81,62,1.42,2,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,79,22935148,Margareten,Entire home/apt,unit,0,0,0,1,2,1.0986122886681098,2,3,3,1
unit,Entire home/apt,Entire/Apt,Alsergrund,4,1.5,1,2,5,28,0.83,4,157,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,78,22954028,Alsergrund,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,2,1
unit,Entire home/apt,Entire/Apt,Rudolfsheim-F<U+009F>nfhaus,6,1,3,3,4.92,12,0.26,3,0,860,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,100,22963972,Rudolfsheim-F<U+009F>nfhaus,Entire home/apt,unit,0,0,0,1,2,1.0986122886681098,2,3,2,1
unit,Entire home/apt,Entire/Apt,Leopoldstadt,5,1,2,3,4.54,28,0.63,2,365,34,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,181,22968306,Leopoldstadt,Entire home/apt,unit,0,0,0,1,2,1.0986122886681098,2,3,2,1
unit,Entire home/apt,Entire/Apt,Hernals,3,1,1,1,4,1,0.02,2,0,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,22977414,Hernals,Entire home/apt,unit,0,0,0,1,2,0,1,3,2,1
(condo),Entire home/apt,Entire/Apt,Leopoldstadt,2,1,1,1,4.75,12,0.26,60,155,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,30,22979390,Leopoldstadt,Entire home/apt,(condo),0,0,0,1,2,0,1,3,2,3
unit,Entire home/apt,Entire/Apt,Penzing,3,1,1,1,4,3,0.06,1,0,1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69,22996344,Penzing,Entire home/apt,unit,0,0,0,1,2,0,1,3,2,1
unit,Entire home/apt,Entire/Apt,Ottakring,2,1,1,1,5,2,0.04,2,0,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22997238,Ottakring,Entire home/apt,unit,0,0,0,1,2,0,1,3,2,1
unit,Entire home/apt,Entire/Apt,Leopoldstadt,4,1,1,1,4.91,23,0.49,3,0,1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,23002748,Leopoldstadt,Entire home/apt,unit,0,0,0,1,2,0,1,3,2,1
unit,Entire home/apt,Entire/Apt,Rudolfsheim-F<U+009F>nfhaus,3,1,1,2,4.74,160,3.49,4,252,39,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,30,23007177,Rudolfsheim-F<U+009F>nfhaus,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,3,1
unit,Entire home/apt,Entire/Apt,Rudolfsheim-F<U+009F>nfhaus,4,1,2,1,4.68,106,2.31,2,59,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,27,23037911,Rudolfsheim-F<U+009F>nfhaus,Entire home/apt,unit,0,0,0,1,2,0,1,3,3,1
unit,Entire home/apt,Entire/Apt,Leopoldstadt,3,1,2,2,4.97,70,1.56,2,0,495,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,75,23040120,Leopoldstadt,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,3,1
(condo),Entire home/apt,Entire/Apt,Alsergrund,2,1,0,1,4.83,0,0.72,30,178,82,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,32,23049679,Alsergrund,Entire home/apt,(condo),1,1,1,1,1,0,1,3,1,3
unit,Entire home/apt,Entire/Apt,Margareten,2,1,0,1,4.89,221,4.92,1,167,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,41,23053408,Margareten,Entire home/apt,unit,0,0,0,1,1,0,1,3,3,1
unit,Entire home/apt,Entire/Apt,Innere Stadt,6,1,2,2,4.73,67,1.45,2,69,49,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,203,23059106,Innere Stadt,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,3,1
unit,Entire home/apt,Entire/Apt,Penzing,3,1,1,2,4.25,10,0.23,1,0,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69,23069513,Penzing,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,2,1
unit,Entire home/apt,Entire/Apt,Penzing,3,1,1,2,2,1,0.02,1,0,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,59,23070053,Penzing,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,2,2,1
unit,Entire home/apt,Entire/Apt,Penzing,4,1,1,2,4.2,6,0.14,1,0,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59,23070291,Penzing,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,2,1
unit,Entire home/apt,Entire/Apt,Wieden,2,1.5,1,1,5,3,0.06,3,0,1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,35,23070362,Wieden,Entire home/apt,unit,0,0,0,1,2,0,1,3,2,1
unit,Entire home/apt,Entire/Apt,Alsergrund,2,1,0,1,4.83,0,0.72,30,179,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,58,23071252,Alsergrund,Entire home/apt,unit,1,1,1,1,1,0,1,3,1,3
unit,Entire home/apt,Entire/Apt,Innere Stadt,2,1,1,1,4.64,111,2.42,3,166,18,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,85,23081437,Innere Stadt,Entire home/apt,unit,0,0,0,1,2,0,1,3,3,1
unit,Entire home/apt,Entire/Apt,Leopoldstadt,4,1,1,2,5,3,0.06,1,0,1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,40,23086664,Leopoldstadt,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,2,1
unit,Entire home/apt,Entire/Apt,Ottakring,4,1,1,2,4.92,84,1.83,2,351,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,48,23089315,Ottakring,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,3,1
unit,Entire home/apt,Entire/Apt,Penzing,4,1.5,1,2,4.83,29,0.63,1,0,1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,49,23089591,Penzing,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,2,1
unit,Entire home/apt,Entire/Apt,NA,6,1,2,3,4.96,180,3.86,4,92,19,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,155,23095993,Landstra§e,Entire home/apt,unit,0,0,0,1,2,1.0986122886681098,2,3,3,1
unit,Entire home/apt,Entire/Apt,Josefstadt,5,1,1,3,4.8,223,4.81,1,344,17,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,40,23097962,Josefstadt,Entire home/apt,unit,0,0,0,1,2,1.0986122886681098,2,3,3,1
unit,Entire home/apt,Entire/Apt,Leopoldstadt,3,1,1,2,4.88,17,0.37,2,0,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,60,23136771,Leopoldstadt,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,2,1
unit,Entire home/apt,Entire/Apt,Alsergrund,6,1.5,2,3,4.84,77,1.66,1,292,118,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,120,23156315,Alsergrund,Entire home/apt,unit,0,0,0,1,2,1.0986122886681098,2,3,3,1
unit,Entire home/apt,Entire/Apt,Innere Stadt,6,1.5,2,3,4.92,36,0.8,1,299,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,210,23162465,Innere Stadt,Entire home/apt,unit,0,0,0,1,2,1.0986122886681098,2,3,3,1
unit,Entire home/apt,Entire/Apt,Alsergrund,2,1.5,1,1,5,16,0.36,21,161,60,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,62,23162898,Alsergrund,Entire home/apt,unit,0,0,0,1,2,0,1,3,2,3
unit,Entire home/apt,Entire/Apt,Rudolfsheim-F<U+009F>nfhaus,4,1,1,2,4.82,28,0.65,10,189,195,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,81,23164799,Rudolfsheim-F<U+009F>nfhaus,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,2,3
(condo),Entire home/apt,Entire/Apt,W<U+008A>hring,2,1,0,1,4.83,0,0.72,14,177,82,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,73,23174689,W<U+008A>hring,Entire home/apt,(condo),1,1,1,1,1,0,1,3,1,3
unit,Entire home/apt,Entire/Apt,W<U+008A>hring,2,1,0,1,3,2,0.05,14,177,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,73,23175404,W<U+008A>hring,Entire home/apt,unit,0,0,0,1,1,0,1,2,2,3
home,Entire home/apt,Entire/Apt,Donaustadt,3,1.5,2,2,4.83,0,0.72,1,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,35,23181110,Donaustadt,Entire home/apt,home,1,1,1,1,2,0.6931471805599453,1,3,1,1
unit,Entire home/apt,Entire/Apt,D<U+009A>bling,2,1,1,1,4.9,12,0.27,2,0,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,40,23202952,D<U+009A>bling,Entire home/apt,unit,0,0,0,1,2,0,1,3,2,1
unit,Entire home/apt,Entire/Apt,Leopoldstadt,2,1,1,1,4.83,0,0.72,23,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,23205278,Leopoldstadt,Entire home/apt,unit,1,1,1,1,2,0,1,3,1,3
unit,Entire home/apt,Entire/Apt,Innere Stadt,6,1.5,1,2,4.5,154,3.4,1,323,21,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,99,23225423,Innere Stadt,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,3,1
unit,Entire home/apt,Entire/Apt,Brigittenau,2,1,1,1,4.98,60,1.31,30,78,131,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,63,23225739,Brigittenau,Entire home/apt,unit,0,0,0,1,2,0,1,3,3,3
unit,Entire home/apt,Entire/Apt,Innere Stadt,3,1,1,1,4.69,115,2.51,2,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,50,23230301,Innere Stadt,Entire home/apt,unit,0,0,0,1,2,0,1,3,3,1
unit,Entire home/apt,Entire/Apt,Wieden,4,1.5,1,4,4.9,97,2.13,3,0,468,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,35,23234955,Wieden,Entire home/apt,unit,0,0,0,1,2,1.3862943611198906,2,3,3,1
